# 2023-01-31 00:44:08.782709
LOCATION	TRANSLITERATE	TRANSLATE
(92,14,3)	تَلَظَّىٰ	menyala-nyala
(92,15,1)	لَا	tidak
(92,15,2)	يَصْلَىٰهَآ	masuk kedalamnya
(92,15,3)	إِلَّا	kecuali
(92,15,4)	ٱلْأَشْقَى	paling celaka
(92,16,1)	ٱلَّذِى	orang-orang yang
(92,16,2)	كَذَّبَ	mendustakan
(92,16,3)	وَتَوَلَّىٰ	dan berpaling
(92,17,1)	وَسَيُجَنَّبُهَا	dan akan dijauhkan-dia
(92,17,2)	ٱلْأَتْقَى	berbakti
(92,18,1)	ٱلَّذِى	orang-orang yang
(92,18,2)	يُؤْتِى	mendermakan
(92,18,3)	مَالَهُۥ	apa yang dia miliki (hartanya)
(92,18,4)	يَتَزَكَّىٰ	mensucikan
(92,19,1)	وَمَا	dan tidak
(92,19,2)	لِأَحَدٍ	satupun
(92,19,3)	عِندَهُۥ	pada sisinya
(92,19,4)	مِن	dari
(92,19,5)	نِّعْمَةٍ	nikmat
(92,19,6)	تُجْزَىٰٓ	patut dibalas
(92,20,1)	إِلَّا	kecuali
(92,20,2)	ٱبْتِغَآءَ	mencari
(92,20,3)	وَجْهِ	keridhaan
(92,20,4)	رَبِّهِ	Tuhannya
(92,20,5)	ٱلْأَعْلَىٰ	yang Maha Tinggi
(92,21,1)	وَلَسَوْفَ	dan kelak
(92,21,2)	يَرْضَىٰ	ridha
(93,1,1)	وَٱلضُّحَىٰ	demi matahari naik
(93,2,1)	وَٱلَّيْلِ	dan malam
(93,2,2)	إِذَا	apabila
(93,2,3)	سَجَىٰ	telah sunyi
(93,3,1)	مَا	tidak
(93,3,2)	وَدَّعَكَ	meninggalkan kamu
(93,3,3)	رَبُّكَ	Tuhanmu
(93,3,4)	وَمَا	dan tidak
(93,3,5)	قَلَىٰ	marah/benci
(93,4,1)	وَلَلْءَاخِرَةُ	dan sungguh kesudahan/akhirat
(93,4,2)	خَيْرٌ	lebih baik
(93,4,3)	لَّكَ	bagimu
(93,4,4)	مِنَ	dari pada
(93,4,5)	ٱلْأُولَىٰ	permulaan/dunia
(93,5,1)	وَلَسَوْفَ	dan sungguh kelak
(93,5,2)	يُعْطِيكَ	memberikan kepadamu
(93,5,3)	رَبُّكَ	Tuhanmu
(93,5,4)	فَتَرْضَىٰٓ	maka kamu jadi puas
(93,6,1)	أَلَمْ	apakah tidak/bukanlah
(93,6,2)	يَجِدْكَ	Dia mendapatimu
(93,6,3)	يَتِيمًا	seorang yatim
(93,6,4)	فَـَٔاوَىٰ	lalu Dia melindungi
(93,7,1)	وَوَجَدَكَ	dan Dia mendapatimu
(93,7,2)	ضَآلًّا	sesat/bingung
(93,7,3)	فَهَدَىٰ	lalu Dia memberi petunjuk
(93,8,1)	وَوَجَدَكَ	dan Dia mendapatimu
(93,8,2)	عَآئِلًا	miskin/kekurangan
(93,8,3)	فَأَغْنَىٰ	lalu Dia memberi kecukupan
(93,9,1)	فَأَمَّا	maka adapun
(93,9,2)	ٱلْيَتِيمَ	anak yatim
(93,9,3)	فَلَا	maka jangan
(93,9,4)	تَقْهَرْ	kamu paksa/bersikap bengis
(93,10,1)	وَأَمَّا	dan adapun
(93,10,2)	ٱلسَّآئِلَ	orang minta-minta
(93,10,3)	فَلَا	maka jangan
(93,10,4)	تَنْهَرْ	kamu menghardik
(93,11,1)	وَأَمَّا	dan adapun
(93,11,2)	بِنِعْمَةِ	dengan/terhadap nikmat
(93,11,3)	رَبِّكَ	Tuhanmu
(93,11,4)	فَحَدِّثْ	maka hendaklah kamu ceritakan
(94,1,1)	أَلَمْ	apakah tidak/bukankah
(94,1,2)	نَشْرَحْ	Kami melapangkan
(94,1,3)	لَكَ	bagimu
(94,1,4)	صَدْرَكَ	dadamu
(94,2,1)	وَوَضَعْنَا	dan Kami letakkan/turunkan
(94,2,2)	عَنكَ	dari kamu
(94,2,3)	وِزْرَكَ	bebanmu
(94,3,1)	ٱلَّذِىٓ	yang
(94,3,2)	أَنقَضَ	memberatkan
(94,3,3)	ظَهْرَكَ	punggungmu
(94,4,1)	وَرَفَعْنَا	dan Kami tinggikan
(94,4,2)	لَكَ	bagimu
(94,4,3)	ذِكْرَكَ	sebutanmu
(94,5,1)	فَإِنَّ	maka sesungguhnya
(94,5,2)	مَعَ	beserta
(94,5,3)	ٱلْعُسْرِ	kesulitan
(94,5,4)	يُسْرًا	kemudahan
(94,6,1)	إِنَّ	sesungguhnya
(94,6,2)	مَعَ	beserta
(94,6,3)	ٱلْعُسْرِ	kesulitan
(94,6,4)	يُسْرًا	kemudahan
(94,7,1)	فَإِذَا	maka apabila
(94,7,2)	فَرَغْتَ	kamu telah selesai
(94,7,3)	فَٱنصَبْ	maka kerja keraslah kamu
(94,8,1)	وَإِلَىٰ	dan hanya
(94,8,2)	رَبِّكَ	Tuhanmu
(94,8,3)	فَٱرْغَب	maka kamu berharap
(95,1,1)	وَٱلتِّينِ	demi tin
(95,1,2)	وَٱلزَّيْتُونِ	dan zaitun
(95,2,1)	وَطُورِ	dan bukit
(95,2,2)	سِينِينَ	Sinai
(95,3,1)	وَهَٰذَا	dan ini
(95,3,2)	ٱلْبَلَدِ	negri
(95,3,3)	ٱلْأَمِينِ	aman
(95,4,1)	لَقَدْ	sesungguhnya
(95,4,2)	خَلَقْنَا	Kami telah menciptakan
(95,4,3)	ٱلْإِنسَٰنَ	manusia
(95,4,4)	فِىٓ	dalam
(95,4,5)	أَحْسَنِ	sebaik-baik
(95,4,6)	تَقْوِيمٍ	bentuk
(95,5,1)	ثُمَّ	kemudian
(95,5,2)	رَدَدْنَٰهُ	Kami kembalikan
(95,5,3)	أَسْفَلَ	lebih rendah/paling rendah
(95,5,4)	سَٰفِلِينَ	tempat yang rendah
(95,6,1)	إِلَّا	kecuali
(95,6,2)	ٱلَّذِينَ	orang-orang yang
(95,6,3)	ءَامَنُوا۟	beriman
(95,6,4)	وَعَمِلُوا۟	dan mereka berbuat/beramal
(95,6,5)	ٱلصَّٰلِحَٰتِ	kebajikan/saleh
(95,6,6)	فَلَهُمْ	maka bagi mereka
(95,6,7)	أَجْرٌ	pahala
(95,6,8)	غَيْرُ	bukan/tidak
(95,6,9)	مَمْنُونٍ	terputus
(95,7,1)	فَمَا	maka apakah
(95,7,2)	يُكَذِّبُكَ	mendustakanmu
(95,7,3)	بَعْدُ	sesudah
(95,7,4)	بِٱلدِّينِ	hari pembalasan/agama
(95,8,1)	أَلَيْسَ	bukankah
(95,8,2)	ٱللَّهُ	Allah
(95,8,3)	بِأَحْكَمِ	lebih bijaksana/seadil-adilnya
(95,8,4)	ٱلْحَٰكِمِينَ	para hakim
(96,1,1)	ٱقْرَأْ	bacalah
(96,1,2)	بِٱسْمِ	dengan nama
(96,1,3)	رَبِّكَ	Tuhanmu
(96,1,4)	ٱلَّذِى	yang
(96,1,5)	خَلَقَ	menciptakan
(96,2,1)	خَلَقَ	menciptakan
(96,2,2)	ٱلْإِنسَٰنَ	manusia
(96,2,3)	مِنْ	dari
(96,2,4)	عَلَقٍ	segumpal darah
(96,3,1)	ٱقْرَأْ	bacalah
(96,3,2)	وَرَبُّكَ	dan Tuhanmu
(96,3,3)	ٱلْأَكْرَمُ	amat mulia
(96,4,1)	ٱلَّذِى	yang
(96,4,2)	عَلَّمَ	Dia mengajar
(96,4,3)	بِٱلْقَلَمِ	dengan kalam
(96,5,1)	عَلَّمَ	Dia mengajarkan
(96,5,2)	ٱلْإِنسَٰنَ	manusia
(96,5,3)	مَا	apa
(96,5,4)	لَمْ	tidak
(96,5,5)	يَعْلَمْ	dia ketahui
(96,6,1)	كَلَّآ	sekali-kali tidak
(96,6,2)	إِنَّ	sesungguhnya
(96,6,3)	ٱلْإِنسَٰنَ	manusia
(96,6,4)	لَيَطْغَىٰٓ	benar-benar melampui batas
(96,7,1)	أَن	bahwa
(96,7,2)	رَّءَاهُ	ia melihatnya
(96,7,3)	ٱسْتَغْنَىٰٓ	dia serba cukup
(96,8,1)	إِنَّ	sesungguhnya
(96,8,2)	إِلَىٰ	kepada
(96,8,3)	رَبِّكَ	Tuhanmu
(96,8,4)	ٱلرُّجْعَىٰٓ	tempat kembali
(96,9,1)	أَرَءَيْتَ	apakah kamu lihat/pendapatmu
(96,9,2)	ٱلَّذِى	yang/orang-orang
(96,9,3)	يَنْهَىٰ	ia melarang
(96,10,1)	عَبْدًا	hamba
(96,10,2)	إِذَا	apabila
(96,10,3)	صَلَّىٰٓ	sholat
(96,11,1)	أَرَءَيْتَ	apakah kamu lihat/pendapatmu
(96,11,2)	إِن	jika
(96,11,3)	كَانَ	adalah
(96,11,4)	عَلَى	atas
(96,11,5)	ٱلْهُدَىٰٓ	petunjuk
(96,12,1)	أَوْ	atau
(96,12,2)	أَمَرَ	dia menyuruh
(96,12,3)	بِٱلتَّقْوَىٰٓ	dengan taqwa
(96,13,1)	أَرَءَيْتَ	apakah kamu lihat/pendapatmu
(96,13,2)	إِن	jika
(96,13,3)	كَذَّبَ	mendustakan
(96,13,4)	وَتَوَلَّىٰٓ	dan dia berpaling
(96,14,1)	أَلَمْ	apakah tidak/tidaklah
(96,14,2)	يَعْلَم	dia mengetahui
(96,14,3)	بِأَنَّ	bahwa sesungguhnya
(96,14,4)	ٱللَّهَ	Allah
(96,14,5)	يَرَىٰ	Dia melihat
(96,15,1)	كَلَّا	sekali-kali tidak
(96,15,2)	لَئِن	sungguh jika
(96,15,3)	لَّمْ	tidak
(96,15,4)	يَنتَهِ	dia berhenti
(96,15,5)	لَنَسْفَعًۢا	niscaya kami pegang/tarik
(96,15,6)	بِٱلنَّاصِيَةِ	dengan umbun-umbun
(96,16,1)	نَاصِيَةٍ	umbun-umbun
(96,16,2)	كَٰذِبَةٍ	pendusta
(96,16,3)	خَاطِئَةٍ	salah/durhaka
(96,17,1)	فَلْيَدْعُ	maka hendaklah dia memanggil
(96,17,2)	نَادِيَهُۥ	kaum/golongannya
(96,18,1)	سَنَدْعُ	kelak Kami memanggil
(96,18,2)	ٱلزَّبَانِيَةَ	Zabaniyah
(96,19,1)	كَلَّا	sekali-kali
(96,19,2)	لَا	jangan
(96,19,3)	تُطِعْهُ	kamu patuh kepadanya
(96,19,4)	وَٱسْجُدْ	dan sujudlah
(96,19,5)	وَٱقْتَرِب۩	dan dekatkanlah
(97,1,1)	إِنَّآ	sesungguhnya
(97,1,2)	أَنزَلْنَٰهُ	Kami telah menurunkannya
(97,1,3)	فِى	pada
(97,1,4)	لَيْلَةِ	malam
(97,1,5)	ٱلْقَدْرِ	kemuliaan
(97,2,1)	وَمَآ	dan apakah
(97,2,2)	أَدْرَىٰكَ	kamu tahu
(97,2,3)	مَا	apa
(97,2,4)	لَيْلَةُ	malam
(97,2,5)	ٱلْقَدْرِ	kemuliaan
(97,3,1)	لَيْلَةُ	malam
(97,3,2)	ٱلْقَدْرِ	kemuliaan
(97,3,3)	خَيْرٌ	lebih baik
(97,3,4)	مِّنْ	dari
(97,3,5)	أَلْفِ	seribu
(97,3,6)	شَهْرٍ	bulan
(97,4,1)	تَنَزَّلُ	turun
(97,4,2)	ٱلْمَلَٰٓئِكَةُ	para malaikat
(97,4,3)	وَٱلرُّوحُ	dan Roh/Jibril
(97,4,4)	فِيهَا	padanya/pada malam
(97,4,5)	بِإِذْنِ	dengan izin
(97,4,6)	رَبِّهِم	Tuhannya
(97,4,7)	مِّن	dari
(97,4,8)	كُلِّ	segala
(97,4,9)	أَمْرٍ	urusan
(97,5,1)	سَلَٰمٌ	sejahtera
(97,5,2)	هِىَ	ia/malam itu
(97,5,3)	حَتَّىٰ	hingga
(97,5,4)	مَطْلَعِ	terbit
(97,5,5)	ٱلْفَجْرِ	fajar
(98,1,1)	لَمْ	tidak
(98,1,2)	يَكُنِ	ada
(98,1,3)	ٱلَّذِينَ	orang-orang yang
(98,1,4)	كَفَرُوا۟	kafir/ingkar
(98,1,5)	مِنْ	dari
(98,1,6)	أَهْلِ	ahli
(98,1,7)	ٱلْكِتَٰبِ	kitab
(98,1,8)	وَٱلْمُشْرِكِينَ	dan orang-orang musyrik
(98,1,9)	مُنفَكِّينَ	melepaskan/meninggalkan
(98,1,10)	حَتَّىٰ	sehingga
(98,1,11)	تَأْتِيَهُمُ	datang kepada mereka
(98,1,12)	ٱلْبَيِّنَةُ	bukti nyata
(98,2,1)	رَسُولٌ	seorang rasul
(98,2,2)	مِّنَ	dari
(98,2,3)	ٱللَّهِ	Allah
(98,2,4)	يَتْلُوا۟	dia membacakan
(98,2,5)	صُحُفًا	lebaran-lembaran
(98,2,6)	مُّطَهَّرَةً	suci
(98,3,1)	فِيهَا	di dalamnya
(98,3,2)	كُتُبٌ	kitab-kitab
(98,3,3)	قَيِّمَةٌ	yang lurus
(98,4,1)	وَمَا	dan tidak
(98,4,2)	تَفَرَّقَ	berpecah-belah
(98,4,3)	ٱلَّذِينَ	orang-orang yang
(98,4,4)	أُوتُوا۟	mereka diberi
(98,4,5)	ٱلْكِتَٰبَ	Al Kitab
(98,4,6)	إِلَّا	kecuali
(98,4,7)	مِنۢ	dari
(98,4,8)	بَعْدِ	setelah
(98,4,9)	مَا	apa
(98,4,10)	جَآءَتْهُمُ	datang kepada mereka
(98,4,11)	ٱلْبَيِّنَةُ	bukti nyata
(98,5,1)	وَمَآ	dan tidak
(98,5,2)	أُمِرُوٓا۟	diperintahkan
(98,5,3)	إِلَّا	kecuali
(98,5,4)	لِيَعْبُدُوا۟	supaya mereka menyembah
(98,5,5)	ٱللَّهَ	Allah
(98,5,6)	مُخْلِصِينَ	mengikhlaskan/memurnikan
(98,5,7)	لَهُ	bagiNya
(98,5,8)	ٱلدِّينَ	agama
(98,5,9)	حُنَفَآءَ	ikhlas/lurus
(98,5,10)	وَيُقِيمُوا۟	dan mereka mendirikan
(98,5,11)	ٱلصَّلَوٰةَ	sholat
(98,5,12)	وَيُؤْتُوا۟	dan mereka menunaikan
(98,5,13)	ٱلزَّكَوٰةَۚ	zakat
(98,5,14)	وَذَٰلِكَ	dan demikian itu
(98,5,15)	دِينُ	agama
(98,5,16)	ٱلْقَيِّمَةِ	betul/lurus
(98,6,1)	إِنَّ	sesungguhnya
(98,6,2)	ٱلَّذِينَ	orang-orang yang
(98,6,3)	كَفَرُوا۟	kafir/ingkar
(98,6,4)	مِنْ	dari
(98,6,5)	أَهْلِ	ahli
(98,6,6)	ٱلْكِتَٰبِ	kitab
(98,6,7)	وَٱلْمُشْرِكِينَ	dan orang-orang musyrik
(98,6,8)	فِى	dalam
(98,6,9)	نَارِ	neraka
(98,6,10)	جَهَنَّمَ	jahanam
(98,6,11)	خَٰلِدِينَ	mereka kekal
(98,6,12)	فِيهَآۚ	di dalammnya
(98,6,13)	أُو۟لَٰٓئِكَ	mereka itu
(98,6,14)	هُمْ	mereka
(98,6,15)	شَرُّ	seburuk-buruk
(98,6,16)	ٱلْبَرِيَّةِ	makhluk
(98,7,1)	إِنَّ	sesungguhnya
(98,7,2)	ٱلَّذِينَ	orang-orang yang
(98,7,3)	ءَامَنُوا۟	beriman
(98,7,4)	وَعَمِلُوا۟	dan mereka berbuat/beramal
(98,7,5)	ٱلصَّٰلِحَٰتِ	kebajikan/saleh
(98,7,6)	أُو۟لَٰٓئِكَ	mereka itu
(98,7,7)	هُمْ	mereka
(98,7,8)	خَيْرُ	sebaik-baik
(98,7,9)	ٱلْبَرِيَّةِ	makhluk
(98,8,1)	جَزَآؤُهُمْ	balasan mereka
(98,8,2)	عِندَ	disisi
(98,8,3)	رَبِّهِمْ	Tuhan mereka
(98,8,4)	جَنَّٰتُ	surga
(98,8,5)	عَدْنٍ	'Adn
(98,8,6)	تَجْرِى	mengalir
(98,8,7)	مِن	dari
(98,8,8)	تَحْتِهَا	bawah
(98,8,9)	ٱلْأَنْهَٰرُ	sungai
(98,8,10)	خَٰلِدِينَ	mereka kekal
(98,8,11)	فِيهَآ	didalamnya
(98,8,12)	أَبَدًاۖ	selamanya
(98,8,13)	رَّضِىَ	suka/rida/puas
(98,8,14)	ٱللَّهُ	Allah
(98,8,15)	عَنْهُمْ	terhadap mereka
(98,8,16)	وَرَضُوا۟	dan mereka suka/rida/puas
(98,8,17)	عَنْهُۚ	dari pada-Nya/kepada-Nya
(98,8,18)	ذَٰلِكَ	demikian itu
(98,8,19)	لِمَنْ	bagi orang
(98,8,20)	خَشِىَ	ia takut
(98,8,21)	رَبَّهُۥ	Tuhannya
(99,1,1)	إِذَا	apabila
(99,1,2)	زُلْزِلَتِ	digoncangkan
(99,1,3)	ٱلْأَرْضُ	bumi
(99,1,4)	زِلْزَالَهَا	goncangan
(99,2,1)	وَأَخْرَجَتِ	dan mengeluarkan
(99,2,2)	ٱلْأَرْضُ	bumi
(99,2,3)	أَثْقَالَهَا	beban beratnya
(99,3,1)	وَقَالَ	dan berkata
(99,3,2)	ٱلْإِنسَٰنُ	manusia
(99,3,3)	مَا	apa
(99,3,4)	لَهَا	ia
(99,4,1)	يَوْمَئِذٍ	pada hari itu
(99,4,2)	تُحَدِّثُ	ia menceritakan
(99,4,3)	أَخْبَارَهَا	beritanya
(99,5,1)	بِأَنَّ	karena sesungguhnya
(99,5,2)	رَبَّكَ	Tuhanmu
(99,5,3)	أَوْحَىٰ	talah mewahyukan/memerintahkan
(99,5,4)	لَهَا	padanya
(99,6,1)	يَوْمَئِذٍ	pada hari itu
(99,6,2)	يَصْدُرُ	keluar
(99,6,3)	ٱلنَّاسُ	manusia
(99,6,4)	أَشْتَاتًا	bermacam-macam
(99,6,5)	لِّيُرَوْا۟	untuk mereka lihat
(99,6,6)	أَعْمَٰلَهُمْ	amal-amal mereka
(99,7,1)	فَمَن	maka barang siapa
(99,7,2)	يَعْمَلْ	dia mengerjakan/beramal
(99,7,3)	مِثْقَالَ	seberat
(99,7,4)	ذَرَّةٍ	zarrah/atom
(99,7,5)	خَيْرًا	kebaikan
(99,7,6)	يَرَهُۥ	dia melihatnya
(99,8,1)	وَمَن	dan barang siapa
(99,8,2)	يَعْمَلْ	dia mengerjakan/beramal
(99,8,3)	مِثْقَالَ	seberat
(99,8,4)	ذَرَّةٍ	zarrah/atom
(99,8,5)	شَرًّا	kejahatan
(99,8,6)	يَرَهُۥ	dia melihatnya
(100,1,1)	وَٱلْعَٰدِيَٰتِ	demi yang berlari kencang
(100,1,2)	ضَبْحًا	terengah-engah
(100,2,1)	فَٱلْمُورِيَٰتِ	lalu yang memercikkan/terbitkan
(100,2,2)	قَدْحًا	api
(100,3,1)	فَٱلْمُغِيرَٰتِ	lalu yang menyerang
(100,3,2)	صُبْحًا	diwaktu subuh/pagi
(100,4,1)	فَأَثَرْنَ	lalu ia menerbangkan
(100,4,2)	بِهِۦ	dengannya/karenanya
(100,4,3)	نَقْعًا	debu
(100,5,1)	فَوَسَطْنَ	maka ia menyerbu ketengah
(100,5,2)	بِهِۦ	dengannya
(100,5,3)	جَمْعًا	kumpulan
(100,6,1)	إِنَّ	sungguh
(100,6,2)	ٱلْإِنسَٰنَ	manusia
(100,6,3)	لِرَبِّهِۦ	kepada Tuhannya
(100,6,4)	لَكَنُودٌ	sangat ingkar/tidak berterima kasih
(100,7,1)	وَإِنَّهُۥ	dan sesungguhnya ia
(100,7,2)	عَلَىٰ	atas
(100,7,3)	ذَٰلِكَ	yang demikian/itu
(100,7,4)	لَشَهِيدٌ	benar-benar menyaksikan
(100,8,1)	وَإِنَّهُۥ	dan sesungguhnya dia
(100,8,2)	لِحُبِّ	benar-benar cinta
(100,8,3)	ٱلْخَيْرِ	kebaikan (harta)
(100,8,4)	لَشَدِيدٌ	sungguh sangat
(100,9,1)	أَفَلَا	maka apakah tidak
(100,9,2)	يَعْلَمُ	dia mengetahui
(100,9,3)	إِذَا	apabila
(100,9,4)	بُعْثِرَ	dibangkitkan
(100,9,5)	مَا	apa
(100,9,6)	فِى	dalam
(100,9,7)	ٱلْقُبُورِ	kubur
(100,10,1)	وَحُصِّلَ	dan dilahirkan
(100,10,2)	مَا	apa
(100,10,3)	فِى	dalam
(100,10,4)	ٱلصُّدُورِ	dada
(100,11,1)	إِنَّ	sesungguhnya
(100,11,2)	رَبَّهُم	Tuhan mereka
(100,11,3)	بِهِمْ	pada mereka
(100,11,4)	يَوْمَئِذٍ	pada hari itu
(100,11,5)	لَّخَبِيرٌۢ	benar-benar Maha Mengetahui
(101,1,1)	ٱلْقَارِعَةُ	hari kiamat
(101,2,1)	مَا	apakah
(101,2,2)	ٱلْقَارِعَةُ	hari kiamat
(101,3,1)	وَمَآ	dan apakah
(101,3,2)	أَدْرَىٰكَ	kamu tahu
(101,3,3)	مَا	apa
(101,3,4)	ٱلْقَارِعَةُ	hari kiamat
(101,4,1)	يَوْمَ	hari
(101,4,2)	يَكُونُ	adalah
(101,4,3)	ٱلنَّاسُ	manusia
(101,4,4)	كَٱلْفَرَاشِ	seperti anai-anai
(101,4,5)	ٱلْمَبْثُوثِ	bertebaran
(101,5,1)	وَتَكُونُ	dan adalah
(101,5,2)	ٱلْجِبَالُ	gunung-gunung
(101,5,3)	كَٱلْعِهْنِ	seperti bulu
(101,5,4)	ٱلْمَنفُوشِ	dihambur-hamburkan
(101,6,1)	فَأَمَّا	maka adapun
(101,6,2)	مَن	siapa/orang
(101,6,3)	ثَقُلَتْ	berat
(101,6,4)	مَوَٰزِينُهُۥ	timbangannya
(101,7,1)	فَهُوَ	maka dia
(101,7,2)	فِى	dalam
(101,7,3)	عِيشَةٍ	kehidupan
(101,7,4)	رَّاضِيَةٍ	memuaskan
(101,8,1)	وَأَمَّا	dan adapun
(101,8,2)	مَنْ	orang
(101,8,3)	خَفَّتْ	ringan
(101,8,4)	مَوَٰزِينُهُۥ	timbangannya
(101,9,1)	فَأُمُّهُۥ	maka tempat kembalinya
(101,9,2)	هَاوِيَةٌ	jurang yang dalam/neraka Hawiyah
(101,10,1)	وَمَآ	dan apakah
(101,10,2)	أَدْرَىٰكَ	kamu tahu
(101,10,3)	مَا	apa
(101,10,4)	هِيَهْ	itu
(101,11,1)	نَارٌ	api
(101,11,2)	حَامِيَةٌۢ	sangat panas
(102,1,1)	أَلْهَىٰكُمُ	telah melalaikan kamu
(102,1,2)	ٱلتَّكَاثُرُ	berbanyak-banyak/bermegah-megah
(102,2,1)	حَتَّىٰ	hingga
(102,2,2)	زُرْتُمُ	kamu melewati/masuk
(102,2,3)	ٱلْمَقَابِرَ	kuburan-kuburan
(102,3,1)	كَلَّا	sekali-kali tidak
(102,3,2)	سَوْفَ	kelak
(102,3,3)	تَعْلَمُونَ	(kalian) mengetahui
(102,4,1)	ثُمَّ	kemudian
(102,4,2)	كَلَّا	sekali-kali tidak
(102,4,3)	سَوْفَ	kelak
(102,4,4)	تَعْلَمُونَ	(kalian) mengetahui
(102,5,1)	كَلَّا	sekali-kali tidak
(102,5,2)	لَوْ	jika
(102,5,3)	تَعْلَمُونَ	(kalian) mengetahui
(102,5,4)	عِلْمَ	pengetahuan
(102,5,5)	ٱلْيَقِينِ	pasti/yakin
(102,6,1)	لَتَرَوُنَّ	sungguh kamu akan melihat
(102,6,2)	ٱلْجَحِيمَ	neraka Jahim
(102,7,1)	ثُمَّ	kemudian
(102,7,2)	لَتَرَوُنَّهَا	sungguh kamu akan melihatnya
(102,7,3)	عَيْنَ	mata/penglihatan
(102,7,4)	ٱلْيَقِينِ	pasti/yakin
(102,8,1)	ثُمَّ	kemudian
(102,8,2)	لَتُسْـَٔلُنَّ	sungguh kamu akan ditanya
(102,8,3)	يَوْمَئِذٍ	pada hari itu
(102,8,4)	عَنِ	dari/tetang
(102,8,5)	ٱلنَّعِيمِ	kenikmatan
(103,1,1)	وَٱلْعَصْرِ	demi waktu
(103,2,1)	إِنَّ	sesungguhnya
(103,2,2)	ٱلْإِنسَٰنَ	manusia
(103,2,3)	لَفِى	benar-benar dalam
(103,2,4)	خُسْرٍ	kerugian
(103,3,1)	إِلَّا	kecuali
(103,3,2)	ٱلَّذِينَ	orang-orang yang
(103,3,3)	ءَامَنُوا۟	beriman
(103,3,4)	وَعَمِلُوا۟	dan mereka berbuat/beramal
(103,3,5)	ٱلصَّٰلِحَٰتِ	kebajikan/sholeh
(103,3,6)	وَتَوَاصَوْا۟	dan mereka saling berwasiat/menasehati
(103,3,7)	بِٱلْحَقِّ	dengan kebenaran
(103,3,8)	وَتَوَاصَوْا۟	dan mereka saling berwasiat/menasehati
(103,3,9)	بِٱلصَّبْرِ	dengan kesabaran
(104,1,1)	وَيْلٌ	kecelakaan
(104,1,2)	لِّكُلِّ	bagi setiap
(104,1,3)	هُمَزَةٍ	pengumpat
(104,1,4)	لُّمَزَةٍ	pencela
(104,2,1)	ٱلَّذِى	yang
(104,2,2)	جَمَعَ	mengumpulkan
(104,2,3)	مَالًا	harta
(104,2,4)	وَعَدَّدَهُۥ	dan dia menghitungnya
(104,3,1)	يَحْسَبُ	dia mengira
(104,3,2)	أَنَّ	bahwasanya
(104,3,3)	مَالَهُۥٓ	hartanya
(104,3,4)	أَخْلَدَهُۥ	mengekalkannya
(104,4,1)	كَلَّاۖ	sekali-kali tidak
(104,4,2)	لَيُنۢبَذَنَّ	sungguh dia akan dilemparkan
(104,4,3)	فِى	dalam
(104,4,4)	ٱلْحُطَمَةِ	Hutamah
(104,5,1)	وَمَآ	dan apakah
(104,5,2)	أَدْرَىٰكَ	kamu tahu
(104,5,3)	مَا	apa
(104,5,4)	ٱلْحُطَمَةُ	Hutamah
(104,6,1)	نَارُ	api
(104,6,2)	ٱللَّهِ	Allah
(104,6,3)	ٱلْمُوقَدَةُ	dinyalakan
(104,7,1)	ٱلَّتِى	yang
(104,7,2)	تَطَّلِعُ	naik
(104,7,3)	عَلَى	ke atas/sampai
(104,7,4)	ٱلْأَفْـِٔدَةِ	hati
(104,8,1)	إِنَّهَا	sesungguhnya ia (api)
(104,8,2)	عَلَيْهِم	atas mereka
(104,8,3)	مُّؤْصَدَةٌ	terikat/ditutup rapat
(104,9,1)	فِى	dalam/pada
(104,9,2)	عَمَدٍ	tiang
(104,9,3)	مُّمَدَّدَةٍۭ	panjang
(105,1,1)	أَلَمْ	apakah tidak
(105,1,2)	تَرَ	kamu perhatikan
(105,1,3)	كَيْفَ	bagaimana
(105,1,4)	فَعَلَ	berbuat/bertindak
(105,1,5)	رَبُّكَ	Tuhanmu
(105,1,6)	بِأَصْحَٰبِ	terhadap golongan (tentara)
(105,1,7)	ٱلْفِيلِ	gajah
(105,2,1)	أَلَمْ	apakah tidak
(105,2,2)	يَجْعَلْ	Dia jadikan
(105,2,3)	كَيْدَهُمْ	tipu daya mereka
(105,2,4)	فِى	dalam
(105,2,5)	تَضْلِيلٍ	kesesatan/sia-sia
(105,3,1)	وَأَرْسَلَ	dan Dia mengirimkan
(105,3,2)	عَلَيْهِمْ	kepada mereka
(105,3,3)	طَيْرًا	burung
(105,3,4)	أَبَابِيلَ	yang berbondong-bondong
(105,4,1)	تَرْمِيهِم	yang melempari mereka
(105,4,2)	بِحِجَارَةٍ	dengan batu-batu
(105,4,3)	مِّن	dari
(105,4,4)	سِجِّيلٍ	tanah keras/terbakar
(105,5,1)	فَجَعَلَهُمْ	lalu Dia menjadikan mereka
(105,5,2)	كَعَصْفٍ	seperti daun
(105,5,3)	مَّأْكُولٍۭ	dimakan
(106,1,1)	لِإِيلَٰفِ	karena kebiasaan
(106,1,2)	قُرَيْشٍ	orang-orang Qurais
(106,2,1)	إِۦلَٰفِهِمْ	kebiasaan mereka
(106,2,2)	رِحْلَةَ	perjalanan/bepergian
(106,2,3)	ٱلشِّتَآءِ	dimusim dingin
(106,2,4)	وَٱلصَّيْفِ	dan musim panas
(106,3,1)	فَلْيَعْبُدُوا۟	maka hendaklah mereka menyembah
(106,3,2)	رَبَّ	Tuhan
